,date,year,month,value,state,area,supersector,industry,data_type
1538,2011-03-01,2011,03,254.8,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1539,2011-04-01,2011,04,259.5,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1540,2011-05-01,2011,05,261.2,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1541,2011-06-01,2011,06,264.4,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1542,2011-07-01,2011,07,265.8,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1543,2011-08-01,2011,08,264.9,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1544,2011-09-01,2011,09,262.1,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1545,2011-10-01,2011,10,261.2,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1546,2011-11-01,2011,11,260.4,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1547,2011-12-01,2011,12,259.7,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1548,2012-01-01,2012,01,252.3,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1549,2012-02-01,2012,02,250.3,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1550,2012-03-01,2012,03,252.6,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1551,2012-04-01,2012,04,255.1,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1552,2012-05-01,2012,05,255.9,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1553,2012-06-01,2012,06,260.5,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1554,2012-07-01,2012,07,261.7,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1555,2012-08-01,2012,08,261.4,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1556,2012-09-01,2012,09,258.8,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1557,2012-10-01,2012,10,258.0,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1558,2012-11-01,2012,11,257.6,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1559,2012-12-01,2012,12,256.9,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1560,2013-01-01,2013,01,249.6,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1561,2013-02-01,2013,02,248.7,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1562,2013-03-01,2013,03,250.7,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1563,2013-04-01,2013,04,254.9,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1564,2013-05-01,2013,05,257.0,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1565,2013-06-01,2013,06,259.8,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1566,2013-07-01,2013,07,260.8,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1567,2013-08-01,2013,08,261.3,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1568,2013-09-01,2013,09,259.3,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1569,2013-10-01,2013,10,257.6,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1570,2013-11-01,2013,11,258.2,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1571,2013-12-01,2013,12,254.9,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1572,2014-01-01,2014,01,247.8,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1573,2014-02-01,2014,02,246.1,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1574,2014-03-01,2014,03,249.0,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1575,2014-04-01,2014,04,254.9,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1576,2014-05-01,2014,05,257.9,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1577,2014-06-01,2014,06,261.3,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1578,2014-07-01,2014,07,261.6,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1579,2014-08-01,2014,08,262.7,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1580,2014-09-01,2014,09,261.0,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1581,2014-10-01,2014,10,261.0,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1582,2014-11-01,2014,11,261.4,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1583,2014-12-01,2014,12,259.8,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1584,2015-01-01,2015,01,250.8,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1585,2015-02-01,2015,02,250.5,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1586,2015-03-01,2015,03,252.2,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1587,2015-04-01,2015,04,257.9,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1588,2015-05-01,2015,05,261.0,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1589,2015-06-01,2015,06,264.9,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1590,2015-07-01,2015,07,267.3,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1591,2015-08-01,2015,08,268.7,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1592,2015-09-01,2015,09,267.2,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1593,2015-10-01,2015,10,269.0,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1594,2015-11-01,2015,11,268.7,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1595,2015-12-01,2015,12,268.3,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1596,2016-01-01,2016,01,260.5,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1597,2016-02-01,2016,02,258.1,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1598,2016-03-01,2016,03,262.2,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1599,2016-04-01,2016,04,266.9,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1600,2016-05-01,2016,05,268.9,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1601,2016-06-01,2016,06,271.8,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1602,2016-07-01,2016,07,273.3,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1603,2016-08-01,2016,08,273.4,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1604,2016-09-01,2016,09,272.3,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1605,2016-10-01,2016,10,272.2,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1606,2016-11-01,2016,11,271.9,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1607,2016-12-01,2016,12,272.1,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1608,2017-01-01,2017,01,263.5,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1609,2017-02-01,2017,02,264.9,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1610,2017-03-01,2017,03,265.8,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1611,2017-04-01,2017,04,269.3,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1612,2017-05-01,2017,05,271.1,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1613,2017-06-01,2017,06,275.4,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1614,2017-07-01,2017,07,275.8,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1615,2017-08-01,2017,08,276.3,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1616,2017-09-01,2017,09,274.4,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1617,2017-10-01,2017,10,274.0,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1618,2017-11-01,2017,11,274.4,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1619,2017-12-01,2017,12,273.5,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1620,2018-01-01,2018,01,265.4,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1621,2018-02-01,2018,02,266.8,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1622,2018-03-01,2018,03,269.0,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1623,2018-04-01,2018,04,271.3,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1624,2018-05-01,2018,05,273.4,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1625,2018-06-01,2018,06,276.9,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1626,2018-07-01,2018,07,280.0,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1627,2018-08-01,2018,08,280.3,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1628,2018-09-01,2018,09,278.2,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1629,2018-10-01,2018,10,278.6,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1630,2018-11-01,2018,11,278.3,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1631,2018-12-01,2018,12,277.4,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1632,2019-01-01,2019,01,272.7,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1633,2019-02-01,2019,02,272.2,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1634,2019-03-01,2019,03,274.7,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1635,2019-04-01,2019,04,277.6,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1636,2019-05-01,2019,05,279.5,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1637,2019-06-01,2019,06,283.8,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1638,2019-07-01,2019,07,285.5,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1639,2019-08-01,2019,08,286.1,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1640,2019-09-01,2019,09,283.9,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1641,2019-10-01,2019,10,283.2,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1642,2019-11-01,2019,11,283.4,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1643,2019-12-01,2019,12,282.2,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1644,2020-01-01,2020,01,275.7,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1645,2020-02-01,2020,02,274.7,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1646,2020-03-01,2020,03,275.2,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1647,2020-04-01,2020,04,255.1,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1648,2020-05-01,2020,05,261.8,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1649,2020-06-01,2020,06,268.7,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1650,2020-07-01,2020,07,271.0,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1651,2020-08-01,2020,08,271.4,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1652,2020-09-01,2020,09,271.5,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1653,2020-10-01,2020,10,271.4,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1654,2020-11-01,2020,11,272.0,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1655,2020-12-01,2020,12,272.8,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1656,2021-01-01,2021,01,266.3,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1657,2021-02-01,2021,02,265.0,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1658,2021-03-01,2021,03,267.6,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1659,2021-04-01,2021,04,268.4,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1660,2021-05-01,2021,05,270.0,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1661,2021-06-01,2021,06,271.4,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1662,2021-07-01,2021,07,273.6,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1663,2021-08-01,2021,08,273.5,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1664,2021-09-01,2021,09,271.5,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1665,2021-10-01,2021,10,272.5,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1666,2021-11-01,2021,11,273.4,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1667,2021-12-01,2021,12,273.9,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1668,2022-01-01,2022,01,265.8,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1669,2022-02-01,2022,02,267.8,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1670,2022-03-01,2022,03,268.7,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1671,2022-04-01,2022,04,271.1,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1672,2022-05-01,2022,05,272.7,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1673,2022-06-01,2022,06,274.1,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1674,2022-07-01,2022,07,278.0,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1675,2022-08-01,2022,08,278.0,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1676,2022-09-01,2022,09,276.0,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1677,2022-10-01,2022,10,275.5,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1678,2022-11-01,2022,11,275.2,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1679,2022-12-01,2022,12,274.8,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1680,2023-01-01,2023,01,269.3,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1681,2023-02-01,2023,02,270.0,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1682,2023-03-01,2023,03,271.1,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1683,2023-04-01,2023,04,273.3,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1684,2023-05-01,2023,05,274.5,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1685,2023-06-01,2023,06,277.0,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1686,2023-07-01,2023,07,278.9,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1687,2023-08-01,2023,08,276.9,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1688,2023-09-01,2023,09,275.0,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1689,2023-10-01,2023,10,273.7,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1690,2023-11-01,2023,11,272.5,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1691,2023-12-01,2023,12,274.0,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1692,2024-01-01,2024,01,271.9,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1693,2024-02-01,2024,02,271.7,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1694,2024-03-01,2024,03,273.1,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1695,2024-04-01,2024,04,275.1,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1696,2024-05-01,2024,05,276.2,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1697,2024-06-01,2024,06,279.9,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1698,2024-07-01,2024,07,281.5,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1699,2024-08-01,2024,08,280.3,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1700,2024-09-01,2024,09,278.9,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1701,2024-10-01,2024,10,277.8,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1702,2024-11-01,2024,11,278.3,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1703,2024-12-01,2024,12,277.5,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1704,2025-01-01,2025,01,269.8,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1705,2025-02-01,2025,02,271.9,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1706,2025-03-01,2025,03,274.7,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1707,2025-04-01,2025,04,276.1,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1708,2025-05-01,2025,05,276.8,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1709,2025-06-01,2025,06,280.1,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1710,2025-07-01,2025,07,280.4,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1711,2025-08-01,2025,08,279.3,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1712,2025-09-01,2025,09,277.7,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1713,2025-10-01,2025,10,278.6,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1714,2025-11-01,2025,11,280.7,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1715,2025-12-01,2025,12,279.4,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1716,2026-01-01,2026,01,276.5,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1717,2026-02-01,2026,02,272.0,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1718,2026-03-01,2026,03,,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1719,2026-04-01,2026,04,,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1720,2026-05-01,2026,05,,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1721,2026-06-01,2026,06,,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1722,2026-07-01,2026,07,,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1723,2026-08-01,2026,08,,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1724,2026-09-01,2026,09,,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1725,2026-10-01,2026,10,,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1726,2026-11-01,2026,11,,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1727,2026-12-01,2026,12,,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1728,,2000,00,334.9,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1729,,2001,00,334.9,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1730,,2002,00,324.1,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1731,,2003,00,316.6,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1732,,2004,00,320.8,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1733,,2005,00,326.4,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1734,,2006,00,327.7,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1735,,2007,00,324.0,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1736,,2008,00,310.4,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1737,,2009,00,276.3,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1738,,2010,00,261.7,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1739,,2011,00,260.0,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1740,,2012,00,256.8,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1741,,2013,00,256.1,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1742,,2014,00,257.0,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1743,,2015,00,262.2,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1744,,2016,00,268.6,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1745,,2017,00,271.5,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1746,,2018,00,274.6,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1747,,2019,00,280.4,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1748,,2020,00,270.1,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1749,,2021,00,270.6,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1750,,2022,00,273.1,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1751,,2023,00,273.9,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1752,,2024,00,276.9,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1753,,2025,00,277.1,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1754,,2026,00,,Maryland,Statewide,Goods Producing,Goods Producing,"All Employees, In Thousands"
1755,2000-01-01,2000,01,164.4,Maryland,"Baltimore-Columbia-Towson, MD",Goods Producing,Goods Producing,"All Employees, In Thousands"
1756,2000-02-01,2000,02,163.0,Maryland,"Baltimore-Columbia-Towson, MD",Goods Producing,Goods Producing,"All Employees, In Thousands"
1757,2000-03-01,2000,03,166.7,Maryland,"Baltimore-Columbia-Towson, MD",Goods Producing,Goods Producing,"All Employees, In Thousands"
1758,2000-04-01,2000,04,167.7,Maryland,"Baltimore-Columbia-Towson, MD",Goods Producing,Goods Producing,"All Employees, In Thousands"
1759,2000-05-01,2000,05,169.2,Maryland,"Baltimore-Columbia-Towson, MD",Goods Producing,Goods Producing,"All Employees, In Thousands"
1760,2000-06-01,2000,06,171.7,Maryland,"Baltimore-Columbia-Towson, MD",Goods Producing,Goods Producing,"All Employees, In Thousands"
1761,2000-07-01,2000,07,171.3,Maryland,"Baltimore-Columbia-Towson, MD",Goods Producing,Goods Producing,"All Employees, In Thousands"
1762,2000-08-01,2000,08,172.2,Maryland,"Baltimore-Columbia-Towson, MD",Goods Producing,Goods Producing,"All Employees, In Thousands"
1763,2000-09-01,2000,09,172.5,Maryland,"Baltimore-Columbia-Towson, MD",Goods Producing,Goods Producing,"All Employees, In Thousands"
1764,2000-10-01,2000,10,171.4,Maryland,"Baltimore-Columbia-Towson, MD",Goods Producing,Goods Producing,"All Employees, In Thousands"
1765,2000-11-01,2000,11,171.6,Maryland,"Baltimore-Columbia-Towson, MD",Goods Producing,Goods Producing,"All Employees, In Thousands"
1766,2000-12-01,2000,12,171.4,Maryland,"Baltimore-Columbia-Towson, MD",Goods Producing,Goods Producing,"All Employees, In Thousands"
1767,2001-01-01,2001,01,163.7,Maryland,"Baltimore-Columbia-Towson, MD",Goods Producing,Goods Producing,"All Employees, In Thousands"
1768,2001-02-01,2001,02,165.0,Maryland,"Baltimore-Columbia-Towson, MD",Goods Producing,Goods Producing,"All Employees, In Thousands"
1769,2001-03-01,2001,03,166.9,Maryland,"Baltimore-Columbia-Towson, MD",Goods Producing,Goods Producing,"All Employees, In Thousands"
1770,2001-04-01,2001,04,167.5,Maryland,"Baltimore-Columbia-Towson, MD",Goods Producing,Goods Producing,"All Employees, In Thousands"
1771,2001-05-01,2001,05,167.4,Maryland,"Baltimore-Columbia-Towson, MD",Goods Producing,Goods Producing,"All Employees, In Thousands"
1772,2001-06-01,2001,06,170.2,Maryland,"Baltimore-Columbia-Towson, MD",Goods Producing,Goods Producing,"All Employees, In Thousands"
1773,2001-07-01,2001,07,170.0,Maryland,"Baltimore-Columbia-Towson, MD",Goods Producing,Goods Producing,"All Employees, In Thousands"
1774,2001-08-01,2001,08,170.2,Maryland,"Baltimore-Columbia-Towson, MD",Goods Producing,Goods Producing,"All Employees, In Thousands"
1775,2001-09-01,2001,09,168.8,Maryland,"Baltimore-Columbia-Towson, MD",Goods Producing,Goods Producing,"All Employees, In Thousands"
1776,2001-10-01,2001,10,167.0,Maryland,"Baltimore-Columbia-Towson, MD",Goods Producing,Goods Producing,"All Employees, In Thousands"
1777,2001-11-01,2001,11,166.3,Maryland,"Baltimore-Columbia-Towson, MD",Goods Producing,Goods Producing,"All Employees, In Thousands"
1778,2001-12-01,2001,12,165.9,Maryland,"Baltimore-Columbia-Towson, MD",Goods Producing,Goods Producing,"All Employees, In Thousands"
1779,2002-01-01,2002,01,157.4,Maryland,"Baltimore-Columbia-Towson, MD",Goods Producing,Goods Producing,"All Employees, In Thousands"
1780,2002-02-01,2002,02,158.4,Maryland,"Baltimore-Columbia-Towson, MD",Goods Producing,Goods Producing,"All Employees, In Thousands"
1781,2002-03-01,2002,03,159.6,Maryland,"Baltimore-Columbia-Towson, MD",Goods Producing,Goods Producing,"All Employees, In Thousands"
1782,2002-04-01,2002,04,160.8,Maryland,"Baltimore-Columbia-Towson, MD",Goods Producing,Goods Producing,"All Employees, In Thousands"
